date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:56:53	42799/42799	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/footer-h1-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/footer-h1-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Dec%202025%2017:56:55%20GMT	https://html.kodesolution.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:53	89663/89663	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/jquery.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/jquery.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:54	18593/18593	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/popper.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/popper.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:54	60676/60676	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/bootstrap.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/bootstrap.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:54	154104/154104	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/jquery.fancybox.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/jquery.fancybox.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:54	520717/520717	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/jquery-ui.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/jquery-ui.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:54	6299/6299	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/wow.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/wow.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:55	70891/70891	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/select2.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/select2.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:55	4228/4228	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/appear.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/appear.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:55	24252/24252	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/bxslider.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/bxslider.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:55	26221/26221	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/knob.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/knob.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:55	150447/150447	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/swiper.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/swiper.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:56	13799/13799	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/aos.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/aos.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:56	71373/71373	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/gsap.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/gsap.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:56	41310/41310	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/ScrollTrigger.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:56	8510/8510	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/splitType.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/splitType.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:57	12060/12060	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/gsap-scroll-smoother.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/gsap-scroll-smoother.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:57	3972/3972	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/gsap-scroll-to-plugin.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/gsap-scroll-to-plugin.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:57	15590/15590	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/SplitText.min.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/SplitText.min.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:57	14076/14076	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/custom-gsap.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/custom-gsap.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:57	37009/37009	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Nov%202025%2006:06:27%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/script.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/script.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:58	5361/5361	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/js/purecounter.js	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/js/purecounter.js	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:58	75690/75690	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/animate.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/animate.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:56:58	4112/4112	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/owl.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/owl.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:56:58	18431/18431	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/swiper.min.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/swiper.min.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:56:59	13735/13735	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/jquery.fancybox.min.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:56:59	35953/35953	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/jquery-ui.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/jquery-ui.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:56:59	14966/14966	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/select2.min.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/select2.min.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:56:59	106496/106496	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/fontawesome-free.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/fontawesome-free.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:56:59	513339/513339	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/fontawesome.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/fontawesome.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:00	83217/83217	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/tm-bs-mp.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/tm-bs-mp.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:00	3492/3492	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/flaticon-digiplus.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/flaticon-digiplus.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:00	14434/14434	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/css/tm-utility-classes.css	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/css/tm-utility-classes.css	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:00	996/996	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/logo.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/logo.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:00	250/250	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/preloader.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/preloader.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:01	39896/39896	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/pattern-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/pattern-1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:01	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:03%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/pattern-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/pattern-2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:02	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:04%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/pattern-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/pattern-3.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:02	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:05%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/pattern-4.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/pattern-4.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:03	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:05%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/pattern-5.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/pattern-5.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:03	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:05%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/pattern-6.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/pattern-6.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:04	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:06%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:05	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:07%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:06	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:08%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-3.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:07	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-5.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-5.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:07	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:10%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-compass-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-compass-1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:09	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:11%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-compass-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-compass-2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:10	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:12%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-compass-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-wheel-compass-3.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:10	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:12%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-anchor-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-anchor-1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:11	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:13%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-sailboat-line-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-sailboat-line-1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:12	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:14%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-sailboat-line-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-sailboat-line-3.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:13	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:15%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-sailboat-line-4.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-sailboat-line-4.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:13	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:16%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:14	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:16%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:15	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:17%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-3.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:15	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:18%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-5.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-boat-5.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:16	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:19%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/background/footer1-pattern1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/background/footer1-pattern1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:17	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:19%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/background/footer1-pattern2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/background/footer1-pattern2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:18	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:20%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-1.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:18	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:21%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:19	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:22%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-3.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:20	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:22%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-4.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-4.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:21	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:23%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-5.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-5.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:21	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:24%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-6.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-6.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:22	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:24%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-7.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-7.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:23	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:25%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-8.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-8.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:24	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:26%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-9.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-plane-9.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:24	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:27%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/banner/icon-big-arrow.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/banner/icon-big-arrow.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:24	1086/1086	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-arrow.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-arrow.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:25	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:28%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-arrow-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-arrow-2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:26	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:28%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-bus.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-big-bus.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:27	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:29%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-bus.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-bus.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
20:57:27	1755/1755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2017:57:30%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/icon-bus-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/icon-bus-2.png	(from https://html.kodesolution.com/2025/digiplus-html/css/style.css)
